rcept_no,rcept_dt,corp_code,corp_name,repror,isu_exctv_rgist_at,isu_exctv_ofcps,isu_main_shrholdr,sp_stock_lmp_cnt,sp_stock_lmp_irds_cnt,sp_stock_lmp_rate,sp_stock_lmp_irds_rate
20240405001283,2024-04-05,00266961,NAVER Corporation,공기중,Unregistered executive,책임리더,-,956,378,0.00,0.00
20240405001288,2024-04-05,00266961,NAVER Corporation,김성호,Unregistered executive,책임리더,-,"1,195",378,0.00,0.00
20240405001301,2024-04-05,00266961,NAVER Corporation,김영수,Unregistered executive,책임리더,-,"2,506",378,0.00,0.00
20240405001308,2024-04-05,00266961,NAVER Corporation,김정미,Unregistered executive,책임리더,-,"1,906",378,0.00,0.00
20240405001320,2024-04-05,00266961,NAVER Corporation,김정우,Unregistered executive,책임리더,-,"8,506",378,0.01,0.00
20240405001324,2024-04-05,00266961,NAVER Corporation,김희철,Unregistered executive,책임리더,-,656,378,0.00,0.00
20240405001326,2024-04-05,00266961,NAVER Corporation,박애너스,Unregistered executive,책임리더,-,693,378,0.00,0.00
20240405001346,2024-04-05,00266961,NAVER Corporation,손지윤,Unregistered executive,책임리더,-,456,378,0.00,0.00
20240405001349,2024-04-05,00266961,NAVER Corporation,송대섭,Unregistered executive,책임리더,-,496,378,0.00,0.00
20240405001354,2024-04-05,00266961,NAVER Corporation,원윤식,Unregistered executive,책임리더,-,778,378,0.00,0.00
20240405001358,2024-04-05,00266961,NAVER Corporation,이인희,Unregistered executive,책임리더,-,"4,906",378,0.00,0.00
20240405001361,2024-04-05,00266961,NAVER Corporation,이정안,Unregistered executive,책임리더,-,506,378,0.00,0.00
20240405001368,2024-04-05,00266961,NAVER Corporation,이종현,Unregistered executive,책임리더,-,"1,506",378,0.00,0.00
20240405001370,2024-04-05,00266961,NAVER Corporation,이진규,Unregistered executive,책임리더,-,"1,656",378,0.00,0.00
20240405001374,2024-04-05,00266961,NAVER Corporation,정경화,Unregistered executive,책임리더,-,"2,506",378,0.00,0.00
20240405001377,2024-04-05,00266961,NAVER Corporation,최웅세,Unregistered executive,책임리더,-,"1,025",378,0.00,0.00
20240405001381,2024-04-05,00266961,NAVER Corporation,최지훈,Unregistered executive,책임리더,-,752,378,0.00,0.00
20240405001387,2024-04-05,00266961,NAVER Corporation,최희탁,Unregistered executive,책임리더,-,"1,506",378,0.00,0.00
20240405001402,2024-04-05,00266961,NAVER Corporation,한석주,Unregistered executive,책임리더,-,688,378,0.00,0.00
20240405001406,2024-04-05,00266961,NAVER Corporation,백종원,Unregistered executive,책임리더,-,92,0,0.00,0.00
20240405001411,2024-04-05,00266961,NAVER Corporation,원성재,Unregistered executive,책임리더,-,"2,422",304,0.00,0.00
20240405001416,2024-04-05,00266961,NAVER Corporation,최명환,Unregistered executive,책임리더,-,297,297,0.00,0.00
20240405001420,2024-04-05,00266961,NAVER Corporation,최소현,Unregistered executive,"디자인&마케팅
부문장",-,297,297,0.00,0.00
20240405001427,2024-04-05,00266961,NAVER Corporation,정유한,Unregistered executive,책임리더,-,939,277,0.00,0.00
20240405001433,2024-04-05,00266961,NAVER Corporation,강경돈,Unregistered executive,책임리더,-,"1,567",252,0.00,0.00
20240405001439,2024-04-05,00266961,NAVER Corporation,강새봄,Unregistered executive,책임리더,-,476,252,0.00,0.00
20240405001442,2024-04-05,00266961,NAVER Corporation,구동현,Unregistered executive,책임리더,-,536,252,0.00,0.00
20240405001447,2024-04-05,00266961,NAVER Corporation,권동훈,Unregistered executive,책임리더,-,413,252,0.00,0.00
20240405001455,2024-04-05,00266961,NAVER Corporation,김균희,Unregistered executive,책임리더,-,"1,451",252,0.00,0.00
20240408003183,2024-04-08,00266961,NAVER Corporation,이한오,Unregistered executive,리더,-,151,151,0.00,0.00
20240408003201,2024-04-08,00266961,NAVER Corporation,송영인,Unregistered executive,리더,-,367,367,0.00,0.00
20240408003214,2024-04-08,00266961,NAVER Corporation,김현창,Unregistered executive,리더,-,180,180,0.00,0.00
20240408003234,2024-04-08,00266961,NAVER Corporation,조영주,Unregistered executive,리더,-,221,221,0.00,0.00
20240412003126,2024-04-12,00266961,NAVER Corporation,목경태,Unregistered executive,리더,-,0,-304,0.00,0.00
20240412003162,2024-04-12,00266961,NAVER Corporation,이인희,Unregistered executive,리더,-,"4,406",-500,0.00,0.00
20240416000462,2024-04-16,00266961,NAVER Corporation,이희만,Unregistered executive,리더,-,0,"-2,210",0.00,0.00
20240510000962,2024-05-10,00266961,NAVER Corporation,이정안,Unregistered executive,리더,-,406,-100,0.00,0.00
20240510000968,2024-05-10,00266961,NAVER Corporation,김정미,Unregistered executive,리더,-,"1,450",-456,0.00,0.00
20240510000971,2024-05-10,00266961,NAVER Corporation,김성호,Unregistered executive,리더,-,817,-378,0.00,0.00
20240510000978,2024-05-10,00266961,NAVER Corporation,오현진,Unregistered executive,리더,-,0,-272,0.00,0.00
20240517000271,2024-05-17,00266961,NAVER Corporation,조성택,Unregistered executive,리더,-,0,-43,0.00,0.00
20240531002686,2024-05-31,00266961,NAVER Corporation,정경화,Unregistered executive,리더,-,472,50,0.00,0.00
20240531002716,2024-05-31,00266961,NAVER Corporation,이인희,Unregistered executive,리더,-,"3,406","-1,000",0.00,0.00
20240607000232,2024-06-07,00266961,NAVER Corporation,이정안,Unregistered executive,리더,-,50,-356,0.00,0.00
20240614000392,2024-06-14,00266961,NAVER Corporation,김승언,Unregistered executive,리더,-,"8,160","7,000",0.01,0.01
20240614000414,2024-06-14,00266961,NAVER Corporation,하선영,Unregistered executive,리더,-,"1,000","1,000",0.00,0.00
20240621000484,2024-06-21,00266961,NAVER Corporation,강경돈,Unregistered executive,리더,-,"1,263",-304,0.00,0.00
20240621000469,2024-06-21,00266961,NAVER Corporation,하선영,Unregistered executive,리더,-,0,"-1,000",0.00,0.00
20240621000492,2024-06-21,00266961,NAVER Corporation,이인희,Unregistered executive,리더,-,"3,006",-400,0.00,0.00
20240705000365,2024-07-05,00266961,NAVER Corporation,강유훈,Unregistered executive,리더,-,0,-378,0.00,0.00
20240708000417,2024-07-08,00266961,NAVER Corporation,이인희,Unregistered executive,리더,-,6,"-3,000",0.00,0.00
20240812000664,2024-08-12,00266961,NAVER Corporation,이한오,Unregistered executive,리더,-,241,90,0.00,0.00
20240830001777,2024-08-30,00266961,NAVER Corporation,김재엽,Unregistered executive,리더,-,9,-243,0.00,0.00
20240909000163,2024-09-09,00266961,NAVER Corporation,최수연,Registered executive,대표이사,-,"5,718","1,244",0.00,0.00
20240910000462,2024-09-10,00266961,NAVER Corporation,구동현,Unregistered executive,리더/부문장,-,853,317,0.00,0.00
20240910000468,2024-09-10,00266961,NAVER Corporation,이상철,Unregistered executive,리더/부문장,-,"1,600",500,0.00,0.00
20240910000472,2024-09-10,00266961,NAVER Corporation,이일구,Unregistered executive,리더/부문장,-,"1,525",315,0.00,0.00
20240920000281,2024-09-20,00266961,NAVER Corporation,이태훈,Unregistered executive,리더,-,"1,404",100,0.00,0.00
20240920000292,2024-09-20,00266961,NAVER Corporation,강인호,Unregistered executive,리더,-,"4,713",127,0.00,0.00
20240920000302,2024-09-20,00266961,NAVER Corporation,이광용,Unregistered executive,리더,-,544,130,0.00,0.00
20240920000329,2024-09-20,00266961,NAVER Corporation,전정호,Unregistered executive,리더,-,631,30,0.00,0.00
20240920000334,2024-09-20,00266961,NAVER Corporation,김평송,Unregistered executive,리더,-,"1,000",56,0.00,0.00
20241011000462,2024-10-11,00266961,NAVER Corporation,정유한,Unregistered executive,리더,-,"1,939","1,000",0.00,0.00
20241011000497,2024-10-11,00266961,NAVER Corporation,장준영,Unregistered executive,리더,-,"1,518",118,0.00,0.00
20241025000391,2024-10-25,00266961,NAVER Corporation,이동철,Unregistered executive,리더,-,312,15,0.00,0.00
20241108000462,2024-11-08,00266961,NAVER Corporation,임준현,Unregistered executive,리더,-,444,-60,0.00,0.00
20241115000234,2024-11-15,00266961,NAVER Corporation,김정식,Unregistered executive,리더,-,210,-164,0.00,0.00
20241115000245,2024-11-15,00266961,NAVER Corporation,우상훈,Unregistered executive,리더,-,"2,252",-168,0.00,0.00
20241115000254,2024-11-15,00266961,NAVER Corporation,하태흥,Unregistered executive,리더,-,"1,178",-252,0.00,0.00
20241115000262,2024-11-15,00266961,NAVER Corporation,박수만,Unregistered executive,리더,-,"5,010","4,000",0.00,0.00
20241129001695,2024-11-29,00266961,NAVER Corporation,임준현,Unregistered executive,리더,-,360,-84,0.00,0.00
20241213000447,2024-12-13,00266961,NAVER Corporation,이종주,Unregistered executive,리더,-,897,500,0.00,0.00
20241213000478,2024-12-13,00266961,NAVER Corporation,박수만,Unregistered executive,리더,-,"15,010","10,000",0.01,0.01
20241213000502,2024-12-13,00266961,NAVER Corporation,조성택,Unregistered executive,리더,-,"2,000","2,000",0.00,0.00
20241227000480,2024-12-27,00266961,NAVER Corporation,정경화,Unregistered executive,리더,-,522,50,0.00,0.00
20250114000411,2025-01-14,00266961,NAVER Corporation,김효,Unregistered executive,리더,-,"2,981","2,981",0.00,0.00
20250207000890,2025-02-07,00266961,NAVER Corporation,조성택,Unregistered executive,리더,-,0,"-2,000",0.00,0.00
20250207000918,2025-02-07,00266961,NAVER Corporation,이동철,Unregistered executive,리더,-,40,-272,0.00,0.00
20250310000484,2025-03-10,00266961,NAVER Corporation,고영실,Unregistered executive,리더,-,316,316,0.00,0.00
20250310000489,2025-03-10,00266961,NAVER Corporation,서명원,Unregistered executive,리더,-,20,20,0.00,0.00
20250310000476,2025-03-10,00266961,NAVER Corporation,허규,Unregistered executive,리더,-,5,5,0.00,0.00
20250310000494,2025-03-10,00266961,NAVER Corporation,윤소영,Unregistered executive,리더,-,577,577,0.00,0.00
20250310000459,2025-03-10,00266961,NAVER Corporation,주건범,Unregistered executive,리더,-,326,326,0.00,0.00
20250310000467,2025-03-10,00266961,NAVER Corporation,전용우,Unregistered executive,리더,-,"1,129","1,129",0.00,0.00
20250404003503,2025-04-04,00266961,NAVER Corporation,신기배,Unregistered executive,리더,-,320,320,0.00,0.00
20250404003544,2025-04-04,00266961,NAVER Corporation,이주미,Unregistered executive,리더,-,320,320,0.00,0.00
20250404003605,2025-04-04,00266961,NAVER Corporation,윤소영,Unregistered executive,리더,-,884,307,0.00,0.00
20250404003618,2025-04-04,00266961,NAVER Corporation,이지호,Unregistered executive,리더,-,460,307,0.00,0.00
20250404003633,2025-04-04,00266961,NAVER Corporation,임동아,Unregistered executive,리더,-,505,307,0.00,0.00
20250404003678,2025-04-04,00266961,NAVER Corporation,전용우,Unregistered executive,리더,-,"1,436",307,0.00,0.00
20250404003729,2025-04-04,00266961,NAVER Corporation,정민우,Unregistered executive,리더,-,353,205,0.00,0.00
20250404003795,2025-04-04,00266961,NAVER Corporation,서명원,Unregistered executive,리더,-,325,305,0.00,0.00
20250404003854,2025-04-04,00266961,NAVER Corporation,주건범,Unregistered executive,리더,-,577,251,0.00,0.00
20250404003879,2025-04-04,00266961,NAVER Corporation,김현창,Unregistered executive,리더,-,425,245,0.00,0.00
20250404003895,2025-04-04,00266961,NAVER Corporation,조영주,Unregistered executive,리더,-,438,217,0.00,0.00
20250404003939,2025-04-04,00266961,NAVER Corporation,고영실,Unregistered executive,리더,-,517,201,0.00,0.00
20250404004003,2025-04-04,00266961,NAVER Corporation,심준용,Unregistered executive,리더,-,159,159,0.00,0.00
20250404001621,2025-04-04,00266961,NAVER Corporation,정유한,Unregistered executive,리더,-,"2,430",491,0.00,0.00
20250404001624,2025-04-04,00266961,NAVER Corporation,정경화,Unregistered executive,리더,-,984,462,0.00,0.00
20250404001636,2025-04-04,00266961,NAVER Corporation,강경돈,Unregistered executive,리더,-,"1,263",0,0.00,0.00
20250404001643,2025-04-04,00266961,NAVER Corporation,강새봄,Unregistered executive,리더,-,852,376,0.00,0.00
20250404001648,2025-04-04,00266961,NAVER Corporation,권동훈,Unregistered executive,리더,-,859,446,0.00,0.00
20250404001670,2025-04-04,00266961,NAVER Corporation,김수향,Unregistered executive,리더,-,"1,235",446,0.00,0.00
20250404001677,2025-04-04,00266961,NAVER Corporation,김연태,Unregistered executive,리더,-,0,-501,0.00,0.00
20250404001685,2025-04-04,00266961,NAVER Corporation,김재엽,Unregistered executive,리더,-,455,446,0.00,0.00
20250404001691,2025-04-04,00266961,NAVER Corporation,김정식,Unregistered executive,리더,-,360,150,0.00,0.00
20250404001699,2025-04-04,00266961,NAVER Corporation,김평송,Unregistered executive,리더,-,"1,446",446,0.00,0.00
20250404001720,2025-04-04,00266961,NAVER Corporation,나은빈,Unregistered executive,리더,-,517,-329,0.00,0.00
20250404001734,2025-04-04,00266961,NAVER Corporation,목경태,Unregistered executive,리더,-,446,446,0.00,0.00
20250404001743,2025-04-04,00266961,NAVER Corporation,박우성,Unregistered executive,리더,-,"1,023",446,0.00,0.00
20250404001755,2025-04-04,00266961,NAVER Corporation,박준성,Unregistered executive,리더,-,814,446,0.00,0.00
20250404001764,2025-04-04,00266961,NAVER Corporation,박찬훈,Unregistered executive,리더,-,689,326,0.00,0.00
20250404001777,2025-04-04,00266961,NAVER Corporation,박태진,Unregistered executive,리더,-,811,446,0.00,0.00
20250404001796,2025-04-04,00266961,NAVER Corporation,박호균,Unregistered executive,리더,-,750,446,0.00,0.00
20250404001808,2025-04-04,00266961,NAVER Corporation,서승원,Unregistered executive,리더,-,0,0,0.00,0.00
20250404001827,2025-04-04,00266961,NAVER Corporation,서유경,Unregistered executive,리더,-,"2,063",446,0.00,0.00
20250404001860,2025-04-04,00266961,NAVER Corporation,심동윤,Unregistered executive,리더,-,"1,253",446,0.00,0.00
20250404001907,2025-04-04,00266961,NAVER Corporation,오성권,Unregistered executive,리더,-,"1,805",356,0.00,0.00
20250404001983,2025-04-04,00266961,NAVER Corporation,송재훈,Unregistered executive,리더,-,790,446,0.00,0.00
20250404002003,2025-04-04,00266961,NAVER Corporation,오현진,Unregistered executive,리더,-,33,33,0.00,0.00
20250404002018,2025-04-04,00266961,NAVER Corporation,우상훈,Unregistered executive,리더,-,"2,698",446,0.00,0.00
20250404002034,2025-04-04,00266961,NAVER Corporation,윤무영,Unregistered executive,리더,-,"1,233",310,0.00,0.00
20250404002073,2025-04-04,00266961,NAVER Corporation,이도경,Unregistered executive,리더,-,"1,328",230,0.00,0.00
20250404002091,2025-04-04,00266961,NAVER Corporation,이융성,Unregistered executive,리더,-,"1,110",446,0.00,0.00
20250404002106,2025-04-04,00266961,NAVER Corporation,이정규,Unregistered executive,리더,-,775,446,0.00,0.00
20250404002124,2025-04-04,00266961,NAVER Corporation,이종주,Unregistered executive,리더,-,"1,343",446,0.00,0.00
20250404002158,2025-04-04,00266961,NAVER Corporation,이종화,Unregistered executive,리더,-,0,0,0.00,0.00
20250404002170,2025-04-04,00266961,NAVER Corporation,이태훈,Unregistered executive,리더,-,"1,850",446,0.00,0.00
20250404002253,2025-04-04,00266961,NAVER Corporation,임준현,Unregistered executive,리더,-,650,290,0.00,0.00
20250404002321,2025-04-04,00266961,NAVER Corporation,장준영,Unregistered executive,리더,-,"1,964",446,0.00,0.00
20250404002333,2025-04-04,00266961,NAVER Corporation,장진용,Unregistered executive,리더,-,750,446,0.00,0.00
20250404002356,2025-04-04,00266961,NAVER Corporation,전연국,Unregistered executive,리더,-,750,446,0.00,0.00
20250404002376,2025-04-04,00266961,NAVER Corporation,전정호,Unregistered executive,리더,-,"1,077",446,0.00,0.00
20250404002463,2025-04-04,00266961,NAVER Corporation,장교희,Unregistered executive,리더,-,698,446,0.00,0.00
20250404002485,2025-04-04,00266961,NAVER Corporation,이경률,Unregistered executive,리더,-,346,346,0.00,0.00
20250404002525,2025-04-04,00266961,NAVER Corporation,김균희,Unregistered executive,리더,-,"1,897",446,0.00,0.00
20250404002605,2025-04-04,00266961,NAVER Corporation,정민,Unregistered executive,리더,-,765,326,0.00,0.00
20250404002628,2025-04-04,00266961,NAVER Corporation,정상혁,Unregistered executive,리더,-,"1,840",446,0.00,0.00
20250404002644,2025-04-04,00266961,NAVER Corporation,정효주,Unregistered executive,리더,-,790,446,0.00,0.00
20250404002699,2025-04-04,00266961,NAVER Corporation,조성택,Unregistered executive,리더,-,0,0,0.00,0.00
20250404002733,2025-04-04,00266961,NAVER Corporation,조현상,Unregistered executive,리더,-,750,446,0.00,0.00
20250404002765,2025-04-04,00266961,NAVER Corporation,주문현,Unregistered executive,리더,-,"1,035",446,0.00,0.00
20250404002785,2025-04-04,00266961,NAVER Corporation,차동철,Unregistered executive,리더,-,816,446,0.00,0.00
20250404002804,2025-04-04,00266961,NAVER Corporation,최서희,Unregistered executive,리더,-,"2,810",446,0.00,0.00
20250404002833,2025-04-04,00266961,NAVER Corporation,하선영,Unregistered executive,리더,-,0,0,0.00,0.00
20250404002873,2025-04-04,00266961,NAVER Corporation,하태흥,Unregistered executive,리더,-,"1,624",446,0.00,0.00
20250404002976,2025-04-04,00266961,NAVER Corporation,한기창,Unregistered executive,리더,-,540,196,0.00,0.00
20250404003010,2025-04-04,00266961,NAVER Corporation,한준,Unregistered executive,리더,-,566,6,0.00,0.00
20250404003034,2025-04-04,00266961,NAVER Corporation,허윤영,Unregistered executive,리더,-,832,446,0.00,0.00
20250404003075,2025-04-04,00266961,NAVER Corporation,현동석,Unregistered executive,리더,-,958,286,0.00,0.00
20250404003095,2025-04-04,00266961,NAVER Corporation,황민수,Unregistered executive,리더,-,"1,070",446,0.00,0.00
20250404003120,2025-04-04,00266961,NAVER Corporation,권묘진,Unregistered executive,리더,-,"1,275",406,0.00,0.00
20250404003149,2025-04-04,00266961,NAVER Corporation,이재림,Unregistered executive,리더,-,700,-477,0.00,0.00
20250404003186,2025-04-04,00266961,NAVER Corporation,이진우,Unregistered executive,리더,-,746,406,0.00,0.00
20250404003202,2025-04-04,00266961,NAVER Corporation,이호석,Unregistered executive,리더,-,900,406,0.00,0.00
20250404003226,2025-04-04,00266961,NAVER Corporation,이동철,Unregistered executive,리더,-,431,391,0.00,0.00
20250404003239,2025-04-04,00266961,NAVER Corporation,이세훈,Unregistered executive,리더,-,378,-22,0.00,0.00
20250404003266,2025-04-04,00266961,NAVER Corporation,이종현,Unregistered executive,리더,-,689,378,0.00,0.00
20250404003355,2025-04-04,00266961,NAVER Corporation,이한오,Unregistered executive,리더,-,341,100,0.00,0.00
20250404003424,2025-04-04,00266961,NAVER Corporation,송영인,Unregistered executive,리더,-,588,221,0.00,0.00
20250404003468,2025-04-04,00266961,NAVER Corporation,김지식,Unregistered executive,리더,-,320,320,0.00,0.00
20250404000109,2025-04-04,00266961,NAVER Corporation,최수연,Registered executive,대표이사,-,"11,088","5,370",0.01,0.01
20250404000129,2025-04-04,00266961,NAVER Corporation,김남선,Unregistered executive,전략투자대표,-,"5,732","3,131",0.00,0.00
20250404000150,2025-04-04,00266961,NAVER Corporation,김광현,Unregistered executive,부문장,-,"9,551","2,686",0.01,0.01
20250404000169,2025-04-04,00266961,NAVER Corporation,이윤숙,Unregistered executive,부문장,-,"4,551","2,686",0.00,0.00
20250404000183,2025-04-04,00266961,NAVER Corporation,김주관,Unregistered executive,부문장,-,"2,150","1,300",0.00,0.00
20250404000231,2025-04-04,00266961,NAVER Corporation,장준기,Unregistered executive,부문장,-,"3,714",407,0.00,0.00
20250404000280,2025-04-04,00266961,NAVER Corporation,유봉석,Unregistered executive,부문장,-,"3,327","2,110",0.00,0.00
20250404000301,2025-04-04,00266961,NAVER Corporation,황순배,Unregistered executive,부문장,-,"3,120","2,110",0.00,0.00
20250404000328,2025-04-04,00266961,NAVER Corporation,나군호,Unregistered executive,연구소장,-,"3,001","1,790",0.00,0.00
20250404000365,2025-04-04,00266961,NAVER Corporation,이상철,Unregistered executive,부문장,-,"3,150","1,550",0.00,0.00
20250404000393,2025-04-04,00266961,NAVER Corporation,이일구,Unregistered executive,부문장,-,"3,315","1,790",0.00,0.00
20250404000417,2025-04-04,00266961,NAVER Corporation,채선주,Unregistered executive,전략사업대표,-,"12,475","1,790",0.01,0.00
20250404000450,2025-04-04,00266961,NAVER Corporation,한재영,Unregistered executive,리더,-,"4,000","1,445",0.00,0.00
20250404000486,2025-04-04,00266961,NAVER Corporation,김태웅,Unregistered executive,리더,-,"4,968","1,512",0.00,0.00
20250404000510,2025-04-04,00266961,NAVER Corporation,김승언,Unregistered executive,리더,-,"9,630","1,470",0.01,0.00
20250404000558,2025-04-04,00266961,NAVER Corporation,이재후,Unregistered executive,부문장,-,"1,847","1,234",0.00,0.00
20250404000638,2025-04-04,00266961,NAVER Corporation,윤종호,Unregistered executive,부문장,-,"1,874","1,215",0.00,0.00
20250404000665,2025-04-04,00266961,NAVER Corporation,최승락,Unregistered executive,부문장,-,"1,338",615,0.00,0.00
20250404000704,2025-04-04,00266961,NAVER Corporation,김범준,Unregistered executive,COO,-,"1,120","1,120",0.00,0.00
20250404000721,2025-04-04,00266961,NAVER Corporation,최소현,Unregistered executive,부문장,-,"1,234",937,0.00,0.00
20250404000745,2025-04-04,00266961,NAVER Corporation,이종민,Unregistered executive,부문장,-,"3,231",927,0.00,0.00
20250404000773,2025-04-04,00266961,NAVER Corporation,김상범,Unregistered executive,리더,-,"1,025",520,0.00,0.00
20250404000857,2025-04-04,00266961,NAVER Corporation,김효,Unregistered executive,리더,-,"3,876",895,0.00,0.00
20250404000880,2025-04-04,00266961,NAVER Corporation,노상철,Unregistered executive,리더,-,"3,858",895,0.00,0.00
20250404000907,2025-04-04,00266961,NAVER Corporation,최재호,Unregistered executive,부문장,-,"1,979",495,0.00,0.00
20250404000919,2025-04-04,00266961,NAVER Corporation,김희철,Unregistered executive,CFO,-,"1,406",750,0.00,0.00
20250404000935,2025-04-04,00266961,NAVER Corporation,최지훈,Unregistered executive,리더,-,"1,502",750,0.00,0.00
20250404000955,2025-04-04,00266961,NAVER Corporation,강유훈,Unregistered executive,리더,-,0,0,0.00,0.00
20250404000988,2025-04-04,00266961,NAVER Corporation,강인호,Unregistered executive,리더,-,"5,143",430,0.00,0.00
20250404001020,2025-04-04,00266961,NAVER Corporation,강태은,Unregistered executive,리더,-,"1,595",415,0.00,0.00
20250404001039,2025-04-04,00266961,NAVER Corporation,공기중,Unregistered executive,리더,-,"1,626",670,0.00,0.00
20250404001091,2025-04-04,00266961,NAVER Corporation,김성호,Unregistered executive,리더,-,817,0,0.00,0.00
20250404001116,2025-04-04,00266961,NAVER Corporation,김영수,Unregistered executive,리더,-,"3,176",670,0.00,0.00
20250404001134,2025-04-04,00266961,NAVER Corporation,김정미,Unregistered executive,리더,-,"2,120",670,0.00,0.00
20250404001150,2025-04-04,00266961,NAVER Corporation,박애너스,Unregistered executive,리더,-,"1,363",670,0.00,0.00
20250404001160,2025-04-04,00266961,NAVER Corporation,손지윤,Unregistered executive,리더,-,"1,126",670,0.00,0.00
20250404001187,2025-04-04,00266961,NAVER Corporation,송대섭,Unregistered executive,리더,-,796,300,0.00,0.00
20250404001211,2025-04-04,00266961,NAVER Corporation,원윤식,Unregistered executive,리더,-,778,0,0.00,0.00
20250404001270,2025-04-04,00266961,NAVER Corporation,이인희,Unregistered executive,리더,-,676,670,0.00,0.00
20250404001297,2025-04-04,00266961,NAVER Corporation,이정안,Unregistered executive,리더,-,720,670,0.00,0.00
20250404001311,2025-04-04,00266961,NAVER Corporation,이종현,Unregistered executive,리더,-,"2,176",670,0.00,0.00
20250404001408,2025-04-04,00266961,NAVER Corporation,이진규,Unregistered executive,리더,-,"1,500",-156,0.00,0.00
20250404001451,2025-04-04,00266961,NAVER Corporation,정경화,Unregistered executive,리더,-,"3,026",520,0.00,0.00
20250404001462,2025-04-04,00266961,NAVER Corporation,최웅세,Unregistered executive,리더,-,"1,695",670,0.00,0.00
20250404001471,2025-04-04,00266961,NAVER Corporation,최희탁,Unregistered executive,리더,-,"2,176",670,0.00,0.00
20250404001476,2025-04-04,00266961,NAVER Corporation,한석주,Unregistered executive,리더,-,"1,358",670,0.00,0.00
20250404001489,2025-04-04,00266961,NAVER Corporation,최명환,Unregistered executive,리더,-,500,203,0.00,0.00
20250404001539,2025-04-04,00266961,NAVER Corporation,구동현,Unregistered executive,부문장,-,"1,460",607,0.00,0.00
20250404001547,2025-04-04,00266961,NAVER Corporation,백종원,Unregistered executive,리더,-,92,0,0.00,0.00
20250404001576,2025-04-04,00266961,NAVER Corporation,김소연,Unregistered executive,리더,-,831,527,0.00,0.00
20250404001582,2025-04-04,00266961,NAVER Corporation,김재헌,Unregistered executive,리더,-,"1,052",0,0.00,0.00
20250404001598,2025-04-04,00266961,NAVER Corporation,이정태,Unregistered executive,리더,-,771,227,0.00,0.00
20250404001604,2025-04-04,00266961,NAVER Corporation,정재부,Unregistered executive,리더,-,837,277,0.00,0.00
20250404001609,2025-04-04,00266961,NAVER Corporation,천세진,Unregistered executive,리더,-,871,527,0.00,0.00
20250404001615,2025-04-04,00266961,NAVER Corporation,원성재,Unregistered executive,리더,-,"2,937",515,0.00,0.00
20250407001045,2025-04-07,00266961,NAVER Corporation,허규,Unregistered executive,리더,-,33,28,0.00,0.00
20250411002942,2025-04-11,00266961,NAVER Corporation,김연태,Unregistered executive,리더,-,"1,161","1,161",0.00,0.00
20250411003052,2025-04-11,00266961,NAVER Corporation,김평송,Unregistered executive,리더,-,"1,500",54,0.00,0.00
20250411003167,2025-04-11,00266961,NAVER Corporation,목경태,Unregistered executive,리더,-,0,-446,0.00,0.00
20250523000450,2025-05-23,00266961,NAVER Corporation,최인혁,Unregistered executive,테크비즈니스대표,-,700,700,0.00,0.00
20250530001854,2025-05-30,00266961,NAVER Corporation,김재엽,Unregistered executive,리더,-,345,-110,0.00,0.00
20250609000227,2025-06-09,00266961,NAVER Corporation,박홍석,Unregistered executive,리더,-,1,1,0.00,0.00
20250627000883,2025-06-27,00266961,NAVER Corporation,우상훈,Unregistered executive,리더,-,"2,000",-698,0.00,0.00
20250627000875,2025-06-27,00266961,NAVER Corporation,김정미,Unregistered executive,리더,-,"1,450",-670,0.00,0.00
20250627000888,2025-06-27,00266961,NAVER Corporation,하태흥,Unregistered executive,리더,-,"1,178",-446,0.00,0.00
20250627000851,2025-06-27,00266961,NAVER Corporation,최서희,Unregistered executive,리더,-,"2,310",-500,0.00,0.00
20250627000846,2025-06-27,00266961,NAVER Corporation,김성호,Unregistered executive,리더,-,167,-650,0.00,0.00
20250627000893,2025-06-27,00266961,NAVER Corporation,김승언,Unregistered executive,리더,-,0,"-9,630",0.00,-0.01
20250702000399,2025-07-02,00266961,NAVER Corporation,오성권,Unregistered executive,리더,-,"1,509",-296,0.00,0.00
20250704000368,2025-07-04,00266961,NAVER Corporation,장준영,Unregistered executive,리더,-,"1,500",-464,0.00,0.00
20250711000244,2025-07-11,00266961,NAVER Corporation,강새봄,Unregistered executive,리더,-,"2,022","1,170",0.00,0.00
20250711000289,2025-07-11,00266961,NAVER Corporation,이종현,Unregistered executive,리더,-,"3,176","1,000",0.00,0.00
20250718000447,2025-07-18,00266961,NAVER Corporation,김재엽,Unregistered executive,리더,-,21,-324,0.00,0.00
20250808000410,2025-08-08,00266961,NAVER Corporation,차동철,Unregistered executive,리더,-,821,5,0.00,0.00
20250808000423,2025-08-08,00266961,NAVER Corporation,김소연,Unregistered executive,리더,-,"1,081",250,0.00,0.00
20240319000550,2024-03-19,01762569,ISU SPECIALTY CHEMICAL,이수,-,-,사실상지배주주,"1,618,854","148,476",28.37,2.18
20240405003848,2024-04-05,01762569,ISU SPECIALTY CHEMICAL,김상범,Unregistered executive,회장,사실상지배주주,"451,892","441,824",7.48,7.30
20240502000380,2024-05-02,01762569,ISU SPECIALTY CHEMICAL,이수,-,-,사실상지배주주,"8,094,303","6,475,449",26.33,-2.04
